2226 - 0m :2s : 226ms :     tm 26.33, hd 51.65, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 12381, eth 16219, lux 2830.74, als 5329, wh 9456, ori 0.00 0.00 0.00, gyr 0.00 0.00 0.00, lin 0.00 0.00 0.00, mag 0.00 0.00 0.00, accl 0.00 0.00 0.00, grav 0.00 0.00 0.00, xpos 0.00, ypos 0.00, head 0.00
31224 - 0m :31s : 224ms :     tm 26.12, hd 52.13, he 0, iaq , tvoc 2323, eco2 400, iaqr , h2 14019, eth 17520, lux 2803.29, als 5274, wh 9288, ori 355.62 -85.62 -175.75, gyr -0.01 0.02 0.01, lin -0.13 0.01 0.04, mag 18.25 -6.88 26.69, accl -9.91 0.73 -0.10, grav -9.77 0.72 -0.15, xpos -1057914.24, ypos -5171.97, head -0.06
31709 - 0m :31s : 709ms :     tm 26.12, hd 52.19, he 0, iaq , tvoc 2272, eco2 400, iaqr , h2 14032, eth 17532, lux 2799.21, als 5277, wh 9269, ori 355.19 -85.44 -175.50, gyr 0.03 -0.03 0.01, lin -0.18 0.53 -0.73, mag 19.25 -6.88 27.75, accl -9.96 1.29 -0.88, grav -9.77 0.76 -0.14, xpos -1079084.49, ypos 57162.65, head -0.09
32196 - 0m :32s : 196ms :     tm 26.13, hd 52.17, he 0, iaq , tvoc 2233, eco2 400, iaqr , h2 14040, eth 17547, lux 2807.96, als 5281, wh 9259, ori 355.00 -85.44 -175.44, gyr 0.00 0.01 -0.00, lin -0.14 -0.15 -0.48, mag 19.25 -7.56 26.19, accl -9.92 0.73 -0.48, grav -9.77 0.76 -0.05, xpos -1095686.32, ypos 39374.98, head -0.07
32681 - 0m :32s : 681ms :     tm 26.10, hd 52.14, he 0, iaq , tvoc 2235, eco2 400, iaqr , h2 14038, eth 17541, lux 2800.38, als 5269, wh 9269, ori 355.38 -85.62 -175.69, gyr 0.03 0.01 -0.01, lin -0.11 0.01 0.52, mag 18.56 -6.75 27.38, accl -9.90 0.81 0.20, grav -9.77 0.73 -0.09, xpos -1108623.70, ypos 40551.10, head -0.05
33165 - 0m :33s : 165ms :     tm 26.16, hd 52.14, he 0, iaq , tvoc 2191, eco2 400, iaqr , h2 14037, eth 17555, lux 2798.04, als 5265, wh 9273, ori 356.00 -85.81 -175.94, gyr 0.02 0.04 -0.00, lin -0.11 -0.03 -0.41, mag 19.00 -6.06 27.00, accl -9.89 0.65 -0.59, grav -9.78 0.69 -0.18, xpos -1121507.78, ypos 37037.26, head -0.05
33653 - 0m :33s : 653ms :     tm 26.15, hd 52.09, he 0, iaq , tvoc 2106, eco2 400, iaqr , h2 14045, eth 17560, lux 2798.04, als 5256, wh 9279, ori 356.25 -85.94 -176.00, gyr -0.04 -0.05 -0.02, lin -0.12 -0.17 0.32, mag 19.00 -6.06 27.00, accl -9.90 0.50 0.18, grav -9.78 0.67 -0.13, xpos -1135796.42, ypos 16795.02, head -0.06
34137 - 0m :34s : 137ms :     tm 26.12, hd 52.16, he 0, iaq , tvoc 2085, eco2 400, iaqr , h2 14054, eth 17566, lux 2802.13, als 5285, wh 9215, ori 355.56 -85.44 -4.44, gyr 0.02 0.01 0.02, lin -0.89 0.43 0.24, mag 13.88 -4.50 30.38, accl -10.67 1.20 0.29, grav -9.77 0.76 0.04, xpos -1240040.34, ypos 67160.06, head -0.43
34623 - 0m :34s : 623ms :     tm 26.13, hd 52.10, he 0, iaq , tvoc 2069, eco2 400, iaqr , h2 14060, eth 17574, lux 2803.29, als 5274, wh 9251, ori 356.56 -86.00 -176.06, gyr 0.00 -0.02 0.02, lin -0.16 -0.07 0.03, mag 15.19 -4.19 29.88, accl -9.94 0.60 0.00, grav -9.78 0.67 -0.04, xpos -1258936.02, ypos 58893.20, head -0.08
35107 - 0m :35s : 107ms :     tm 26.13, hd 52.10, he 0, iaq , tvoc 2030, eco2 400, iaqr , h2 14073, eth 17585, lux 2809.71, als 5285, wh 9236, ori 356.31 -85.81 -4.12, gyr -0.04 0.02 -0.01, lin -0.08 -0.24 0.13, mag 14.38 -4.69 29.50, accl -9.86 0.46 0.13, grav -9.78 0.71 0.00, xpos -1268306.26, ypos 30782.48, head -0.04
35593 - 0m :35s : 593ms :     tm 26.13, hd 52.10, he 0, iaq , tvoc 1970, eco2 400, iaqr , h2 14073, eth 17596, lux 2806.21, als 5279, wh 9244, ori 356.31 -85.75 -175.75, gyr 0.01 0.00 -0.01, lin -0.12 -0.11 0.10, mag 14.38 -3.56 30.69, accl -9.90 0.61 0.09, grav -9.77 0.72 0.00, xpos -1282478.02, ypos 17791.70, head -0.06
36081 - 0m :36s : 81ms :     tm 26.10, hd 52.11, he 0, iaq , tvoc 1960, eco2 400, iaqr , h2 14069, eth 17594, lux 2812.05, als 5294, wh 9286, ori 356.38 -85.81 -175.81, gyr -0.02 0.01 -0.00, lin -0.07 -0.20 0.11, mag 14.00 -5.06 29.88, accl -9.85 0.51 0.09, grav -9.78 0.71 -0.01, xpos -1290813.06, ypos -6022.70, head -0.03
36562 - 0m :36s : 562ms :     tm 26.12, hd 52.13, he 0, iaq , tvoc 1951, eco2 400, iaqr , h2 14084, eth 17605, lux 2815.55, als 5298, wh 9291, ori 356.38 -85.75 -175.75, gyr -0.00 0.01 -0.01, lin -0.13 -0.12 0.05, mag 13.69 -4.69 29.50, accl -9.91 0.59 0.04, grav -9.78 0.71 -0.01, xpos -1305851.52, ypos -19904.36, head -0.06
37050 - 0m :37s : 50ms :     tm 26.12, hd 52.10, he 0, iaq , tvoc 1907, eco2 400, iaqr , h2 14085, eth 17615, lux 2812.05, als 5289, wh 9288, ori 356.38 -85.75 -175.75, gyr -0.02 -0.01 -0.00, lin -0.09 -0.06 0.10, mag 14.00 -4.69 30.25, accl -9.87 0.66 0.09, grav -9.78 0.72 0.00, xpos -1316568.00, ypos -27048.68, head -0.04
37536 - 0m :37s : 536ms :     tm 26.12, hd 52.12, he 0, iaq , tvoc 1856, eco2 400, iaqr , h2 14090, eth 17626, lux 2810.88, als 5287, wh 9278, ori 356.38 -85.75 -175.75, gyr 0.00 -0.01 0.00, lin -0.14 0.04 -0.06, mag 13.38 -4.00 29.88, accl -9.92 0.76 -0.07, grav -9.78 0.72 0.00, xpos -1333101.72, ypos -22324.76, head -0.07
38016 - 0m :38s : 16ms :     tm 26.13, hd 52.13, he 0, iaq , tvoc 1831, eco2 400, iaqr , h2 14096, eth 17624, lux 2810.30, als 5286, wh 9269, ori 356.38 -85.75 -175.75, gyr -0.00 -0.01 0.00, lin -0.11 0.07 -0.06, mag 13.25 -4.69 28.69, accl -9.89 0.79 -0.06, grav -9.78 0.72 0.00, xpos -1345773.72, ypos -14260.76, head -0.05
38504 - 0m :38s : 504ms :     tm 26.12, hd 52.10, he 0, iaq , tvoc 1794, eco2 400, iaqr , h2 14102, eth 17643, lux 2812.05, als 5293, wh 9253, ori 356.25 -85.69 -4.25, gyr 0.02 0.02 -0.01, lin -0.11 0.19 0.02, mag 14.00 -4.69 30.69, accl -9.89 0.93 0.05, grav -9.77 0.73 0.03, xpos -1358871.64, ypos 8362.92, head -0.05
38990 - 0m :38s : 990ms :     tm 26.09, hd 52.14, he 0, iaq , tvoc 1796, eco2 400, iaqr , h2 14107, eth 17647, lux 2807.96, als 5277, wh 9264, ori 356.56 -85.81 -175.81, gyr 0.00 0.00 -0.00, lin -0.14 0.11 0.01, mag 16.56 -5.00 29.06, accl -9.92 0.81 0.00, grav -9.78 0.70 0.00, xpos -1375405.36, ypos 21353.70, head -0.07
39473 - 0m :39s : 473ms :     tm 26.10, hd 52.12, he 0, iaq , tvoc 1746, eco2 400, iaqr , h2 14102, eth 17642, lux 2803.29, als 5274, wh 9259, ori 356.44 -85.81 -4.12, gyr 0.01 -0.01 -0.01, lin -0.13 -0.15 0.34, mag 15.50 -5.00 26.75, accl -9.90 0.55 0.43, grav -9.78 0.71 0.00, xpos -1390569.14, ypos 3857.03, head -0.06
39962 - 0m :39s : 962ms :     tm 26.09, hd 52.08, he 0, iaq , tvoc 1713, eco2 400, iaqr , h2 14115, eth 17653, lux 2803.29, als 5274, wh 9276, ori 356.50 -85.81 -175.81, gyr -0.00 0.04 -0.03, lin -0.19 -0.13 -0.24, mag 17.00 -7.06 23.06, accl -9.97 0.57 -0.33, grav -9.78 0.70 -0.09, xpos -1413285.64, ypos -11685.84, head -0.09
40446 - 0m :40s : 446ms :     tm 26.09, hd 52.16, he 0, iaq , tvoc 1686, eco2 400, iaqr , h2 14117, eth 17661, lux 2801.54, als 5274, wh 9308, ori 356.75 -85.81 -175.88, gyr -0.03 -0.04 -0.02, lin -0.13 -0.07 -0.21, mag 17.19 -4.50 24.88, accl -9.91 0.61 -0.35, grav -9.78 0.69 -0.14, xpos -1428512.28, ypos -19884.80, head -0.06
40930 - 0m :40s : 930ms :     tm 26.09, hd 52.17, he 0, iaq , tvoc 1642, eco2 400, iaqr , h2 14116, eth 17672, lux 2803.29, als 5274, wh 9301, ori 356.44 -85.75 -175.81, gyr 0.03 -0.00 0.02, lin -0.09 0.24 -0.38, mag 16.06 -4.06 25.38, accl -9.87 0.96 -0.53, grav -9.77 0.71 -0.14, xpos -1439053.80, ypos 8225.92, head -0.04
41416 - 0m :41s : 416ms :     tm 26.09, hd 52.22, he 0, iaq , tvoc 1639, eco2 400, iaqr , h2 14120, eth 17669, lux 2805.63, als 5278, wh 9285, ori 356.50 -85.75 -175.81, gyr 0.00 0.01 -0.01, lin -0.17 -0.22 -0.04, mag 14.88 -6.00 27.25, accl -9.95 0.48 -0.15, grav -9.78 0.71 -0.11, xpos -1459130.46, ypos -17755.64, head -0.08
41899 - 0m :41s : 899ms :     tm 26.10, hd 52.22, he 0, iaq , tvoc 1614, eco2 400, iaqr , h2 14128, eth 17677, lux 2806.21, als 5279, wh 9297, ori 356.50 -85.69 -175.81, gyr 0.04 -0.00 -0.00, lin -0.11 0.07 0.00, mag 14.19 -5.56 24.56, accl -9.89 0.79 -0.12, grav -9.77 0.71 -0.13, xpos -1471961.35, ypos -9590.52, head -0.05
42384 - 0m :42s : 384ms :     tm 26.07, hd 52.26, he 0, iaq , tvoc 1605, eco2 400, iaqr , h2 14127, eth 17678, lux 2809.13, als 5284, wh 9308, ori 356.56 -85.75 -175.81, gyr 0.00 -0.01 0.00, lin -0.13 0.12 0.09, mag 17.06 -5.56 23.06, accl -9.91 0.83 -0.02, grav -9.78 0.70 -0.12, xpos -1487250.98, ypos 4522.98, head -0.06
42869 - 0m :42s : 869ms :     tm 26.06, hd 52.24, he 0, iaq , tvoc 1501, eco2 400, iaqr , h2 14145, eth 17693, lux 2807.38, als 5290, wh 9322, ori 356.62 -85.75 -175.81, gyr 0.01 0.00 -0.01, lin -0.10 0.22 0.12, mag 19.56 -5.56 22.56, accl -9.88 0.93 0.02, grav -9.78 0.70 -0.10, xpos -1499012.23, ypos 30397.73, head -0.05
43355 - 0m :43s : 355ms :     tm 26.09, hd 52.28, he 0, iaq , tvoc 1517, eco2 400, iaqr , h2 14148, eth 17707, lux 2810.30, als 5291, wh 9347, ori 356.69 -85.81 -175.88, gyr -0.02 0.02 -0.00, lin -0.11 -0.10 -0.01, mag 19.56 -5.19 24.88, accl -9.88 0.59 -0.10, grav -9.78 0.69 -0.13, xpos -1512003.01, ypos 18587.93, head -0.05
43841 - 0m :43s : 841ms :     tm 26.07, hd 52.27, he 0, iaq , tvoc 1459, eco2 400, iaqr , h2 14148, eth 17712, lux 2807.38, als 5281, wh 9340, ori 356.62 -85.75 -175.88, gyr -0.01 0.01 -0.01, lin -0.10 0.00 0.01, mag 18.88 -5.56 23.00, accl -9.88 0.70 -0.14, grav -9.78 0.70 -0.16, xpos -1523812.81, ypos 18587.93, head -0.05
44326 - 0m :44s : 326ms :     tm 26.09, hd 52.25, he 0, iaq , tvoc 1425, eco2 400, iaqr , h2 14150, eth 17715, lux 2805.04, als 5277, wh 9356, ori 356.88 -85.81 -176.00, gyr 0.01 0.02 0.00, lin -0.21 0.21 -0.90, mag 19.88 -5.19 22.56, accl -9.99 0.89 -1.10, grav -9.78 0.68 -0.20, xpos -1548511.43, ypos 43286.55, head -0.10
44811 - 0m :44s : 811ms :     tm 26.09, hd 52.27, he 0, iaq , tvoc 1452, eco2 400, iaqr , h2 14148, eth 17714, lux 2798.62, als 5266, wh 9331, ori 356.94 -85.81 -176.00, gyr -0.01 -0.02 -0.00, lin -0.13 -0.21 -0.49, mag 18.75 -4.50 23.75, accl -9.91 0.46 -0.69, grav -9.78 0.67 -0.20, xpos -1563801.06, ypos 18587.93, head -0.06
45298 - 0m :45s : 298ms :     tm 26.09, hd 52.28, he 0, iaq , tvoc 1365, eco2 400, iaqr , h2 14154, eth 17718, lux 2819.64, als 5304, wh 9307, ori 356.69 -85.81 -4.06, gyr -0.01 -0.01 0.02, lin -0.05 -0.14 0.74, mag 12.75 -5.00 28.50, accl -9.85 0.58 0.81, grav -9.78 0.69 0.14, xpos -1569730.28, ypos 1986.10, head -0.02
45781 - 0m :45s : 781ms :     tm 26.07, hd 52.25, he 0, iaq , tvoc 1379, eco2 400, iaqr , h2 14158, eth 17732, lux 2822.56, als 5293, wh 9346, ori 357.38 -86.06 -176.06, gyr 0.00 -0.01 0.00, lin -0.13 -0.20 -0.18, mag 11.75 -5.06 28.25, accl -9.91 0.45 -0.21, grav -9.78 0.66 -0.03, xpos -1584894.07, ypos -21342.80, head -0.06
46268 - 0m :46s : 268ms :     tm 26.06, hd 52.26, he 0, iaq , tvoc 1374, eco2 400, iaqr , h2 14163, eth 17735, lux 2817.30, als 5298, wh 9295, ori 356.94 -85.81 -4.12, gyr 0.02 0.01 -0.00, lin -0.14 -0.05 0.05, mag 11.75 -4.38 28.00, accl -9.92 0.66 0.07, grav -9.78 0.71 0.01, xpos -1601495.90, ypos -27272.03, head -0.07
46754 - 0m :46s : 754ms :     tm 26.07, hd 52.22, he 0, iaq , tvoc 1336, eco2 400, iaqr , h2 14165, eth 17741, lux 2817.89, als 5299, wh 9317, ori 356.94 -85.75 -175.75, gyr 0.01 -0.01 0.00, lin -0.12 -0.08 0.00, mag 11.75 -5.06 28.38, accl -9.90 0.63 0.00, grav -9.77 0.72 0.00, xpos -1615667.66, ypos -36719.87, head -0.06
47237 - 0m :47s : 237ms :     tm 26.07, hd 52.24, he 0, iaq , tvoc 1311, eco2 400, iaqr , h2 14165, eth 17745, lux 2823.73, als 5306, wh 9340, ori 356.94 -85.69 -175.69, gyr 0.00 -0.00 -0.01, lin -0.12 -0.10 -0.03, mag 12.75 -5.06 28.00, accl -9.90 0.62 -0.04, grav -9.77 0.72 0.00, xpos -1629665.00, ypos -48384.32, head -0.06
47722 - 0m :47s : 722ms :     tm 26.06, hd 52.28, he 0, iaq , tvoc 1284, eco2 400, iaqr , h2 14176, eth 17758, lux 2821.98, als 5301, wh 9310, ori 357.00 -85.75 -175.75, gyr 0.01 0.00 -0.00, lin -0.12 -0.09 0.01, mag 12.06 -5.38 28.25, accl -9.90 0.62 0.00, grav -9.77 0.72 0.00, xpos -1643778.50, ypos -58969.44, head -0.06
48209 - 0m :48s : 209ms :     tm 26.06, hd 52.23, he 0, iaq , tvoc 1279, eco2 400, iaqr , h2 14171, eth 17768, lux 2816.14, als 5296, wh 9286, ori 356.94 -85.69 -175.69, gyr 0.00 0.00 -0.01, lin -0.11 -0.11 0.03, mag 12.75 -5.06 27.56, accl -9.89 0.61 0.02, grav -9.77 0.72 0.00, xpos -1656822.79, ypos -72013.74, head -0.05
48691 - 0m :48s : 691ms :     tm 26.06, hd 52.22, he 0, iaq , tvoc 1294, eco2 400, iaqr , h2 14173, eth 17758, lux 2813.80, als 5292, wh 9288, ori 356.94 -85.69 -175.69, gyr -0.02 0.01 -0.01, lin -0.14 -0.19 0.15, mag 9.88 -8.25 25.88, accl -9.92 0.53 0.11, grav -9.77 0.72 -0.04, xpos -1673085.47, ypos -94084.52, head -0.07
49178 - 0m :49s : 178ms :     tm 26.06, hd 52.24, he 0, iaq , tvoc 1275, eco2 400, iaqr , h2 14176, eth 17762, lux 2805.63, als 5278, wh 9314, ori 357.00 -85.75 -175.81, gyr 0.03 -0.03 0.04, lin -0.11 0.18 0.12, mag 9.69 -9.06 26.19, accl -9.93 0.88 0.03, grav -9.77 0.71 -0.11, xpos -1686129.77, ypos -72739.31, head -0.05
49663 - 0m :49s : 663ms :     tm 26.07, hd 52.24, he 0, iaq , tvoc 1226, eco2 400, iaqr , h2 14187, eth 17781, lux 2808.55, als 5280, wh 9306, ori 357.50 -86.06 -176.06, gyr 0.00 0.01 -0.01, lin -0.12 -0.50 0.23, mag 9.56 -9.50 26.19, accl -9.90 0.15 0.14, grav -9.78 0.66 -0.08, xpos -1700243.27, ypos -131545.56, head -0.06
50144 - 0m :50s : 144ms :     tm 26.07, hd 52.21, he 0, iaq , tvoc 1226, eco2 400, iaqr , h2 14179, eth 17784, lux 2809.13, als 5286, wh 9287, ori 356.94 -85.50 -175.50, gyr -0.01 -0.01 -0.04, lin -0.13 -0.18 0.01, mag 9.69 -9.00 25.69, accl -9.91 0.57 -0.03, grav -9.77 0.76 -0.05, xpos -1715281.73, ypos -152368.05, head -0.06
50632 - 0m :50s : 632ms :     tm 26.05, hd 52.20, he 0, iaq , tvoc 1219, eco2 400, iaqr , h2 14189, eth 17786, lux 2813.80, als 5292, wh 9281, ori 356.31 -85.06 -175.06, gyr 0.00 0.00 -0.01, lin -0.15 -0.06 0.15, mag 10.69 -9.38 26.50, accl -9.92 0.77 0.13, grav -9.77 0.83 -0.01, xpos -1733142.53, ypos -159512.37, head -0.07
51128 - 0m :51s : 128ms :     tm 26.06, hd 52.19, he 0, iaq , tvoc 1199, eco2 400, iaqr , h2 14196, eth 17791, lux 2809.71, als 5285, wh 9305, ori 357.19 -85.50 -175.50, gyr -0.01 0.01 -0.03, lin -0.08 -0.07 0.26, mag 9.69 -9.00 27.19, accl -9.85 0.68 0.24, grav -9.77 0.76 -0.01, xpos -1742983.17, ypos -168122.93, head -0.04
51610 - 0m :51s : 610ms :     tm 26.06, hd 52.19, he 0, iaq , tvoc 1217, eco2 400, iaqr , h2 14193, eth 17795, lux 2814.38, als 5299, wh 9332, ori 357.62 -85.69 -175.75, gyr -0.02 -0.04 0.00, lin -0.09 0.19 0.13, mag 9.38 -9.00 25.75, accl -9.87 0.91 0.11, grav -9.77 0.72 -0.01, xpos -1753437.75, ypos -146052.15, head -0.04
52097 - 0m :52s : 97ms :     tm 26.06, hd 52.20, he 0, iaq , tvoc 1179, eco2 400, iaqr , h2 14193, eth 17807, lux 2819.06, als 5296, wh 9329, ori 357.56 -85.75 -175.75, gyr -0.04 -0.00 0.00, lin -0.09 -0.25 -0.04, mag 8.19 -8.19 25.69, accl -9.87 0.46 -0.07, grav -9.77 0.72 -0.02, xpos -1764110.36, ypos -175698.27, head -0.04
52579 - 0m :52s : 579ms :     tm 26.06, hd 52.26, he 0, iaq , tvoc 1206, eco2 400, iaqr , h2 14199, eth 17804, lux 2817.30, als 5298, wh 9323, ori 357.25 -85.62 -4.31, gyr 0.01 0.01 -0.01, lin -0.10 -0.13 -0.03, mag 10.38 -8.88 25.75, accl -9.88 0.60 -0.02, grav -9.77 0.74 0.00, xpos -1775726.56, ypos -190799.33, head -0.05
53212 - 0m :53s : 212ms :     tm 26.06, hd 52.19, he 0, iaq , tvoc 1166, eco2 400, iaqr , h2 14209, eth 17823, lux 2812.63, als 5290, wh 9322, ori 357.56 -85.62 -175.69, gyr 0.04 0.00 -0.01, lin -0.13 -0.28 -0.02, mag 9.06 -9.25 26.56, accl -9.91 0.45 -0.08, grav -9.77 0.73 -0.05, xpos -1801771.34, ypos -246895.79, head -0.08
53699 - 0m :53s : 699ms :     tm 26.05, hd 52.20, he 0, iaq , tvoc 1173, eco2 400, iaqr , h2 14209, eth 17824, lux 2814.97, als 5292, wh 9342, ori 357.94 -85.81 -175.81, gyr 0.01 0.01 -0.00, lin -0.09 0.20 0.14, mag 9.06 -7.38 27.00, accl -9.87 0.91 0.09, grav -9.78 0.71 -0.05, xpos -1812443.95, ypos -223178.89, head -0.04
54183 - 0m :54s : 183ms :     tm 26.06, hd 52.21, he 0, iaq , tvoc 1141, eco2 400, iaqr , h2 14198, eth 17818, lux 2817.30, als 5288, wh 9371, ori 358.44 -86.19 -176.19, gyr -0.04 -0.02 0.02, lin -0.18 -0.19 -0.06, mag 9.56 -7.38 26.56, accl -9.97 0.45 -0.12, grav -9.78 0.64 -0.06, xpos -1833526.99, ypos -245433.21, head -0.09
54667 - 0m :54s : 667ms :     tm 26.05, hd 52.23, he 0, iaq , tvoc 1126, eco2 400, iaqr , h2 14211, eth 17839, lux 2814.38, als 5293, wh 9350, ori 358.06 -86.06 -176.06, gyr -0.01 0.03 -0.02, lin -0.14 -0.39 0.05, mag 9.88 -7.75 27.00, accl -9.93 0.13 0.03, grav -9.78 0.66 -0.04, xpos -1849924.91, ypos -291113.13, head -0.07
55156 - 0m :55s : 156ms :     tm 26.05, hd 52.25, he 0, iaq , tvoc 1133, eco2 400, iaqr , h2 14216, eth 17838, lux 2817.89, als 5299, wh 9350, ori 357.62 -85.56 -175.62, gyr -0.10 -0.02 -0.05, lin -0.12 -0.29 0.10, mag 11.69 -3.75 28.75, accl -9.90 0.45 0.00, grav -9.77 0.74 -0.11, xpos -1864272.17, ypos -325785.67, head -0.06
55639 - 0m :55s : 639ms :     tm 26.05, hd 52.22, he 0, iaq , tvoc 1102, eco2 400, iaqr , h2 14217, eth 17841, lux 2819.64, als 5310, wh 9345, ori 357.75 -85.69 -175.75, gyr -0.14 0.00 -0.03, lin -0.23 -0.16 -0.19, mag 11.56 -3.50 28.69, accl -10.01 0.55 -0.31, grav -9.77 0.72 -0.12, xpos -1891100.40, ypos -344448.79, head -0.11
56126 - 0m :56s : 126ms :     tm 26.06, hd 52.22, he 0, iaq , tvoc 1111, eco2 400, iaqr , h2 14210, eth 17840, lux 2823.14, als 5309, wh 9333, ori 357.38 -85.69 -175.69, gyr 0.02 0.01 -0.00, lin -0.09 0.11 0.04, mag 12.19 -4.19 28.25, accl -9.86 0.85 0.00, grav -9.77 0.73 -0.05, xpos -1901773.01, ypos -331404.50, head -0.04
56611 - 0m :56s : 611ms :     tm 26.05, hd 52.26, he 0, iaq , tvoc 1089, eco2 400, iaqr , h2 14221, eth 17850, lux 2821.39, als 5305, wh 9348, ori 357.62 -85.81 -175.81, gyr -0.00 -0.00 0.01, lin -0.11 0.15 -0.01, mag 12.19 -3.75 27.88, accl -9.91 0.86 -0.08, grav -9.78 0.70 -0.06, xpos -1914710.38, ypos -313762.62, head -0.05
57096 - 0m :57s : 96ms :     tm 26.03, hd 52.21, he 0, iaq , tvoc 1084, eco2 400, iaqr , h2 14223, eth 17858, lux 2821.98, als 5306, wh 9342, ori 357.62 -85.81 -175.81, gyr -0.00 -0.00 0.00, lin -0.10 0.02 -0.07, mag 12.19 -3.06 29.00, accl -9.88 0.73 -0.14, grav -9.78 0.71 -0.06, xpos -1926471.63, ypos -311410.37, head -0.05
57582 - 0m :57s : 582ms :     tm 26.05, hd 52.21, he 0, iaq , tvoc 1063, eco2 400, iaqr , h2 14222, eth 17857, lux 2821.98, als 5306, wh 9351, ori 357.56 -85.81 -175.81, gyr -0.00 -0.00 0.00, lin -0.10 0.05 -0.05, mag 12.19 -3.75 28.25, accl -9.88 0.77 -0.11, grav -9.78 0.71 -0.06, xpos -1938232.88, ypos -305529.75, head -0.05
58063 - 0m :58s : 63ms :     tm 26.03, hd 52.18, he 0, iaq , tvoc 1067, eco2 400, iaqr , h2 14224, eth 17872, lux 2820.81, als 5305, wh 9345, ori 357.56 -85.81 -175.81, gyr 0.00 0.00 -0.00, lin -0.11 -0.01 -0.02, mag 12.19 -3.75 27.88, accl -9.89 0.69 -0.09, grav -9.78 0.71 -0.06, xpos -1950957.74, ypos -306686.55, head -0.05
58552 - 0m :58s : 552ms :     tm 26.05, hd 52.22, he 0, iaq , tvoc 1081, eco2 400, iaqr , h2 14225, eth 17867, lux 2822.56, als 5308, wh 9348, ori 357.56 -85.81 -175.81, gyr 0.00 -0.00 -0.00, lin -0.11 0.05 0.01, mag 11.88 -4.19 27.50, accl -9.89 0.76 -0.05, grav -9.78 0.71 -0.06, xpos -1964109.39, ypos -300708.53, head -0.05
59037 - 0m :59s : 37ms :     tm 26.03, hd 52.22, he 0, iaq , tvoc 1069, eco2 400, iaqr , h2 14225, eth 17856, lux 2827.23, als 5315, wh 9352, ori 357.56 -85.81 -175.81, gyr -0.00 0.00 -0.00, lin -0.11 0.05 0.00, mag 11.19 -3.75 27.50, accl -9.89 0.77 -0.05, grav -9.78 0.71 -0.06, xpos -1977046.77, ypos -294827.90, head -0.05
59521 - 0m :59s : 521ms :     tm 26.03, hd 52.23, he 0, iaq , tvoc 1009, eco2 400, iaqr , h2 14234, eth 17882, lux 2820.81, als 5304, wh 9348, ori 357.56 -85.81 -175.81, gyr 0.00 -0.00 -0.00, lin -0.11 -0.04 -0.04, mag 12.19 -3.50 28.25, accl -9.89 0.67 -0.11, grav -9.78 0.71 -0.06, xpos -1989930.85, ypos -299513.02, head -0.05
60008 - 1m :0s : 8ms :     tm 26.03, hd 52.25, he 0, iaq , tvoc 1029, eco2 400, iaqr , h2 14235, eth 17877, lux 2824.90, als 5311, wh 9353, ori 357.56 -85.81 -175.81, gyr 0.00 0.00 0.00, lin -0.12 0.01 0.01, mag 11.56 -4.19 27.88, accl -9.90 0.72 -0.05, grav -9.78 0.71 -0.06, xpos -2004160.99, ypos -298327.18, head -0.06
60495 - 1m :0s : 495ms :     tm 26.06, hd 52.27, he 0, iaq , tvoc 1005, eco2 400, iaqr , h2 14240, eth 17891, lux 2821.98, als 5308, wh 9355, ori 357.56 -85.81 -175.81, gyr 0.00 -0.01 0.00, lin -0.10 0.01 -0.06, mag 13.00 -3.50 28.25, accl -9.88 0.72 -0.12, grav -9.78 0.71 -0.06, xpos -2016019.44, ypos -297141.33, head -0.05
60978 - 1m :0s : 978ms :     tm 26.05, hd 52.23, he 0, iaq , tvoc 1027, eco2 400, iaqr , h2 14236, eth 17879, lux 2821.39, als 5306, wh 9343, ori 357.56 -85.81 -175.81, gyr 0.00 0.00 -0.00, lin -0.11 0.00 -0.02, mag 12.19 -3.06 26.69, accl -9.89 0.70 -0.09, grav -9.78 0.71 -0.06, xpos -2028850.33, ypos -297141.33, head -0.05
61462 - 1m :1s : 462ms :     tm 26.03, hd 52.24, he 0, iaq , tvoc 999, eco2 400, iaqr , h2 14239, eth 17891, lux 2823.73, als 5309, wh 9349, ori 357.56 -85.81 -175.81, gyr 0.00 -0.00 -0.00, lin -0.11 0.06 0.00, mag 12.19 -3.75 28.25, accl -9.88 0.75 -0.07, grav -9.78 0.71 -0.06, xpos -2041734.41, ypos -290113.65, head -0.05
61950 - 1m :1s : 950ms :     tm 26.05, hd 52.27, he 0, iaq , tvoc 974, eco2 400, iaqr , h2 14248, eth 17902, lux 2827.23, als 5315, wh 9347, ori 357.56 -85.81 -175.81, gyr -0.01 -0.01 0.00, lin -0.11 0.02 0.00, mag 11.56 -3.75 28.25, accl -9.89 0.73 -0.05, grav -9.78 0.71 -0.06, xpos -2054832.33, ypos -287732.21, head -0.05
62436 - 1m :2s : 436ms :     tm 26.06, hd 52.29, he 0, iaq , tvoc 983, eco2 400, iaqr , h2 14248, eth 17898, lux 2830.74, als 5317, wh 9379, ori 357.56 -85.81 -175.81, gyr -0.00 -0.00 0.00, lin -0.13 -0.04 -0.07, mag 25.06 -8.00 55.69, accl -9.89 0.65 -0.07, grav -9.78 0.71 -0.06, xpos -2070185.07, ypos -292456.13, head -0.06
